9.893939842606071977e+01 -1.392687620105831741e+02 2.394536199843527413e+01
9.893804313525619420e+01 6.118615193869592872e+01 -3.506408323388013315e+01
1.553030073935588860e+02 6.186858132191051141e+01 1.357242868575395960e+02
1.551254092337865416e+02 1.351870188793757848e+02 1.551249273059367226e+02
3.865812505435246038e+01 9.897391011278833162e+01 1.326581097468233565e+02
3.873095885352523737e+01 9.823495277756727262e+01 6.103289119592089662e+01
3.926044605953002531e+01 3.906502671970979179e+01 -9.544135058950378436e+01
3.926934762717817051e+01 -9.630224776275518650e+01 2.337495955691612792e+01
3.931974112598441451e+01 -9.637268184058694942e+01 -3.495030023972366706e+01
4.029423751159985301e+01 7.661195568122205657e+01 -1.555084201590506865e+01
-9.037837999285325452e+01 9.852644303049088137e+01 -1.384743390320713559e+02
-9.025701754945332311e+01 1.520934586242189539e+02 2.384182111587707453e+01
-9.026102435262482970e+01 1.517805109655788840e+02 -1.390874073290938497e+02
-9.016920780448428729e+01 3.923984242560569413e+01 -1.382625514520298680e+02
-9.061438425624972126e+01 -9.000031929371162676e+01 -9.652691769768614449e+01
-9.055979380755691466e+01 -8.872152752295711764e+01 -1.361097053229937792e+01
-9.080476777648183884e+01 -9.051302742231540321e+01 -1.459079295993693037e+01
-8.992240832026627118e+01 -9.450256588117427725e+01 1.400940351228838949e+02
-8.998925550616878866e+01 -9.728524161843654383e+01 -3.511086958444236217e+01
-8.987639540186090414e+01 -9.770101870465686034e+01 1.295889346093590291e+02
-8.977703834563926932e+01 1.527679819018358103e+02 -1.334152732849758252e+02
-9.039183360844202753e+01 1.550722209248737329e+02 6.156425066793220680e+01
-8.986228840860897549e+01 1.334275832842844807e+02 -9.020739580667313362e+01
-8.969446584639679543e+01 1.332653095534501801e+02 7.839042190574129165e+01
-9.006863812830025040e+01 -1.299454273968250391e+02 7.790861018572685737e+01
-8.879293538410030351e+01 -1.369669731832041215e+01 1.278624742456487695e+02
-9.005688773654044610e+01 -9.612186006318265186e+01 1.395409099097028331e+02
-8.901770887521030318e+01 -9.840036463040662795e+01 -1.412002555867408660e+01
-9.055723349411043444e+01 -1.334196609355616125e+01 -1.304262294125605308e+02
-9.082551032708238381e+01 -1.171641106800656651e+01 1.285443907489064088e+02
-9.052447834099648105e+01 -1.388803282605510390e+02 9.896174443586291147e+01
-8.881585564810583833e+01 -1.404941394696222403e+02 -1.453639850540790768e+01
-9.098984386525826551e+01 6.082997529987126484e+01 -5.661369301004181409e+01
-9.084622749396822883e+01 6.118695032063961747e+01 -1.338559778579495401e+02
-9.753215254372867093e+01 1.533776977060105366e+02 -3.492697563344896139e+01
-9.753828682085374169e+01 1.533497404326796527e+02 -3.481729106392192818e+01
-9.543852918977616184e+01 1.395798944570861977e+02 -9.004712234215104161e+01
-9.705047255563088981e+01 1.399166379735819703e+02 2.396177423480636293e+01
-9.539497276877165177e+01 1.380948357069320593e+02 1.482015152573031003e+01
-9.549179861234085820e+01 -1.298567851582009780e+02 1.525238052143015750e+02
-9.670495496452315365e+01 -1.291838499805209040e+02 1.294260800941253819e+02
-9.840084829044765513e+01 -1.412036168564567795e+01 -8.901800851327820396e+01
-9.790459259941631842e+01 3.934106824808380054e+01 2.379346095773146885e+01
-9.830961594485447108e+01 -3.489877513085098570e+01 1.522898717297047426e+02
-9.808555810382287632e+01 -3.517838383293626947e+01 -9.749927569652130899e+01
-9.832186215683906028e+01 -3.571523425937077434e+01 1.522359068355316936e+02
-9.737972488253356573e+01 -1.394500838019553726e+02 1.522060611195279307e+02
-9.720770010608551104e+01 -1.385310845483731725e+02 1.310061017201892923e+02
-9.701120695478861933e+01 -1.383843086928120272e+02 -3.507535056020813613e+01
-9.693802303341121274e+01 -1.399251322529682398e+02 1.300401067421032053e+02
-9.843009315312286844e+01 -1.304932765339893876e+02 2.375314345002985306e+01
-9.854707826015147987e+01 -1.294519572096604918e+02 7.810458174789752661e+01
-9.719373151404646194e+01 -3.474548440655568982e+01 6.515100633691274368e+01
-9.772745919229660672e+01 6.137615365298117354e+01 6.065434241287981365e+01
1.522485734983779651e+02 -1.308823931683243416e+02 -1.351792108110621626e+01
1.529167704368913405e+02 2.301743711292584038e+01 6.106185598091783362e+01
1.525984524837035679e+02 -3.483777058461892295e+01 6.630256771356363288e+01
1.524372185268070723e+02 -3.636557120493822737e+01 -1.484684730782517903e+01
1.530622998830971540e+02 -1.382509188066138108e+02 1.551410254657525343e+02
1.556175096666492550e+02 -1.407855967544635121e+02 -1.292532757909495444e+02
1.521792498576538151e+02 -1.386854124234811536e+02 3.925799465585117787e+01
-1.517971092505288766e+02 -1.321013807911535878e+02 6.112641456566668552e+01
-1.517740584461551805e+02 -1.301724755653559669e+02 6.120728685717572404e+01
1.522526776844284200e+02 -3.479727888002027214e+01 9.861068068922294572e+01
1.521816967602522368e+02 2.375412916280954434e+01 3.967492816222411278e+01
1.517110832166951297e+02 6.083120652480108248e+01 1.303940632993891313e+02
1.519301533233237365e+02 6.073866053263756015e+01 -3.433836054321511000e+01
-6.617131914412661331e+01 2.385326904210229415e+01 -9.004998725346466415e+01
-6.586719722101766195e+01 6.090245316601897230e+01 2.350962463924030388e+01
1.326184671962616051e+02 9.931046369626109538e+01 6.104204204668521783e+01
1.332310688627295860e+02 -9.062346313209863524e+01 -9.007294747594484363e+01
-4.396258285416686817e+01 -9.039215767230717802e+01 6.642432399576159696e+01
1.335001468798347730e+02 -9.019834304061465957e+01 -1.388242517834661953e+02
1.344476623805228144e+02 -9.778510023153768316e+01 -3.511201101810326008e+01
-1.337170211429942412e+02 -1.389372283585511809e+02 -5.015153684740487705e+01
1.316456454148085129e+02 6.135441361428157592e+01 9.894125262145909971e+01
1.337065710276593506e+02 7.733797662004445783e+01 -1.569810317774540565e+01
1.327582757294905775e+02 7.888846971621764226e+01 1.327585748270891486e+02
-1.340267258199323805e+02 7.757651297835342064e+01 2.295043952647765906e+01
-1.506450615302327947e+02 -9.037669663455113778e+01 6.598707306467967726e+01
1.288512043764027339e+02 -9.020728401053942491e+01 -1.389459361881875736e+02
1.288214471584621208e+02 -9.706737797994905748e+01 1.529566131661459281e+02
1.288017139454507856e+02 -9.524163185177012281e+01 -1.292757157944846256e+02
-1.504998066829467973e+02 1.527567702446522446e+02 3.820782901707283230e+01
1.293099957695576450e+02 -6.574430181333674739e+01 2.096191547872575001e+01
1.291101815776969204e+02 -6.688606211706316174e+01 -4.135590305887817664e+01
1.296263630241462863e+02 -5.913139759845176968e+01 7.645879273697701706e+01
1.294246043837675870e+02 5.888921575274174813e+01 -1.353982771205793085e+02
1.289722029864616388e+02 1.352223980107331158e+02 -9.720070188635332897e+01
1.289105124045020716e+02 1.307859721214588546e+02 1.227497621907026542e+02
1.308477751834302865e+02 -1.378323798758583507e+02 -1.350411100366101209e+02
1.304161053204497023e+02 6.075496466205582635e+01 9.893279846360208296e+01
1.296201911178535227e+02 7.646044001961388403e+01 -5.916524955262385532e+01
1.297259540041162893e+02 7.758051371740228319e+01 -1.296314903312421905e+02
1.306663177483714655e+01 1.516702555200282063e+02 -3.467240936150804487e+01
