692.4709562109026,0.0148833661
605.282429331641,0.0177340273
509.30452286078133,0.0158464397
416.37560451370234,0.0288489661
402.75476724165935,0.003949769
394.9917165795846,0.000762627
372.9170426517475,0.0004493287
354.5020444342779,0.000879273
344.4271585731748,0.000134396
305.72337434961656,0.0104954888
291.54614932392707,0.7526053634
279.43562928236565,0.1265669064
266.7670790747714,0.0669410438
264.6996028865451,0.059852529
263.9950599408045,0.0870402313
262.6472332853148,0.149280076
257.9960461970658,0.1733653389
242.32829052812633,0.0953785893
238.91468984256062,0.1054316537
231.3448153607882,0.2416139475
230.96125186289117,0.1000220287
226.8078956515376,0.1005542466
226.50126970787582,0.0042502466
226.02227772409896,0.0600838185
223.9037780827855,0.0168747781
222.0868786386028,0.0272992442
220.16621679215797,0.0487075961
217.7723911401521,0.0367341221
216.70657740644282,0.1773939599
214.1758944149809,0.0490680706
211.73255913243958,0.0871418538
210.3530769100256,0.001660496
208.9914535677562,0.0929933539
206.42346947270275,0.2302401204
204.4322791280546,0.0810672121
199.81304796286747,9.75027e-05
198.1365764786729,0.1335216375
197.3669548052279,0.0986134316
196.60952441364435,0.0385722006
192.83892241647484,0.0143299482
192.67708948497187,0.0354676663
192.22897544033736,0.0891237775
191.24157398695027,0.0170604064
190.9029317565903,0.1911734807
190.31975807070597,0.0478978312
189.1842402417066,0.2874658272
188.39654753221492,0.0316123262
186.5567208871902,0.0373338636
186.44450125569574,0.0218295773
185.64048813356294,0.0669540016
185.27429502219167,0.0278883266
185.00335745728566,0.1209730396
184.21169932989613,0.0375397432
183.35896829152864,0.1428195951
182.05045373116795,0.1133020448
181.7675346000469,0.0075060809
181.0534924135111,0.1318265487
180.88443413431378,0.0066343304
180.04908581303823,0.2775634203
179.1256104256364,0.1693538917
178.20131372802666,0.0880074188
177.73636298473227,0.0468171875
177.27890183742045,0.4128594372
176.5769871676185,0.1884259845
176.52670397106772,0.1794130778
176.11295775448167,0.0460036546
175.39541068952832,0.1053191849
174.78465594293206,0.0173524761
174.59512744683846,0.0999542337
174.38638441521908,0.0439592877
